zotero_key,item_type,title,creators,date,publication_title,publisher,doi,url,abstract,all_tags,all_collections,validity_status,is_valid
BWRDMJT9,report,Guidelines for Funding Proposals on Research Software Sustainability,"German Research, Foundation (DFG)",2015,,,,http://www.dfg.de/,"These DFG guidelines specify how proposals seeking to enhance or sustain existing research software should articulate a clear sustainability concept, including documentation, archiving, and community use. The guidelines prioritize open licensing, collaborative development, and planning for software beyond the original project. Part of a wider push by DFG to recognize software as a key research output.",DFG; Germany; Unusable; grant guidelines; open source; software sustainability; source: ChatGPT-DR,Unusable,unusable,False
GKK6RQSS,blogPost,Day in the Software Life: How Solr Supports Sustainability,"Swithun, Crowe",2017,,,,https://library.wp.st-andrews.ac.uk/2017/05/26/software-sustainability-institute-blog-post/,"In this blog post, Swithun Crowe reflects on a typical day at the Software Sustainability Institute, illustrating how tools like Solr are used to handle large volumes of XML documents. The post highlights the practical challenges and solutions in managing data and ensuring that software remains robust and sustainable.",Solr; Unusable; data management; persistence; research infrastructure; software sustainability; source: ChatGPT-DR,Unusable,unusable,False
WZRGHYXN,document,The case for sustainable computing in research: Lessons from open-source projects,"G., Wilson",2015,,,,https://www.software.ac.uk/blog/the-case-for-sustainable-computing-in-research-lessons-from-open-source-projects,Wilson examines case studies from open-source projects to illustrate how sustainable computing practices can be integrated into research software development. The post emphasizes the role of community collaboration and open standards in ensuring that software remains robust and maintainable over time.,Unusable; community collaboration; longevity; open source; research software; source: ChatGPT-DR; sustainable computing,Unusable,unusable,False
KD6I2IEQ,document,CITATION files: A small step towards long-term software persistence,"G., Wilson",2013,,,,https://www.software.ac.uk/blog/citation-files-small-step-towards-long-term-software-persistence,"Wilson advocates for the use of CITATION files to clearly document how software should be cited. This post explains that embedding citation metadata within a project can significantly enhance the traceability, attribution, and long-term persistence of research software.",CITATION file; Unusable; digital longevity; metadata; software persistence; software sustainability; source: ChatGPT-DR,Unusable,unusable,False
XWTM8DRN,document,Sustainable software: A blueprint for long-term research impact,Software Sustainability Institute,2015,,,,https://www.software.ac.uk/blog/sustainable-software-blueprint-long-term-research-impact,"This blog post outlines a strategic blueprint for achieving sustainability in research software. It discusses the essential components—such as community engagement, funding models, and technical best practices—required to ensure that software remains viable and impactful over the long term.",Unusable; best practices; longevity; research impact; software blueprint; source: ChatGPT-DR; sustainable software,Unusable,unusable,False
S4W3TSUF,blogPost,Automating software citations: Tools and techniques for sustainable research,"S., Jackson",2014,,,,https://www.software.ac.uk/blog/automating-software-citations-tools-and-techniques-for-sustainable-research,"In this post, Jackson explores various tools and techniques for automating the generation of software citations. The post reviews the challenges associated with manual citation processes and proposes automation as a means to promote sustainable research practices and long-term software recognition.",Unusable; automation; longevity; research tools; software citation; source: ChatGPT-DR; sustainable research,Unusable,unusable,False
XG5HV6VR,blogPost,Making software sustainable: overcoming the pitfalls of citation,"S., Jackson",2012,,,,https://www.software.ac.uk/blog/making-software-sustainable-overcoming-the-pitfalls-of-citation,"In this blog post, Jackson discusses the challenges associated with citing software and the importance of sustainable practices in software development for research. The post highlights common pitfalls that lead to software obsolescence and argues for better citation practices as part of broader sustainability strategies.",Unusable; citation practices; longevity; research software; software sustainability; source: ChatGPT-DR; sustainable computing,Unusable,unusable,False
3YNYYPK3,document,Software Sustainability Institute: Key Achievements 2010–2020,"Software Sustainability, Institute (SSI)",2020,,,,https://www.software.ac.uk/,"The Software Sustainability Institute, established with EPSRC support, has driven software best practices in UK research since 2010. Key achievements include collaborative consultancy on over 70 projects, the Fellowship programme for research software ambassadors, community events, and thought leadership on policy. Their efforts helped popularize the Research Software Engineer (RSE) role and shaped software management plans for UK funders.",RSE; SSI; UK; Unusable; best practices; capacity building; research software; source: ChatGPT-DR,Unusable,unusable,False
B4TCK3K4,report,Final Report of the Task Force on Software for Science and Engineering,"National Science Foundation Advisory Committee for Cyberinfrastructure Task Force on Software for, Science; Engineering",2010,,,,https://www.nsf.gov/attachments/117803/public/Software.pdf,"This task force report outlines a vision for research software as a key element of the national cyberinfrastructure. It recommends multi-level long-term funding, portability and modernization initiatives, and cultural changes to treat software development as a first-class scholarly activity. The report influenced subsequent NSF programs (e.g. SI2, CSSI) aimed at supporting sustainable, well-engineered software for scientific research.",Cyberinfrastructure; Funding models; NSF; Research software; Software sustainability; Unusable; source: ChatGPT-DR,Unusable,unusable,False
H5VZEIDN,document,Reference rot in publications,"et al., Klein",2014,,,,,"Examines the issue of reference rot in academic publications, highlighting the challenges of maintaining persistent links and citations in digital scholarship.",Unusable; digital preservation; reference rot; scholarly communication; source: ChatGPT-DR; sustainability,Unusable,unusable,False
FEBHQFLJ,document,Sustainable humanities computing,Flanders; Munoz,2012,,,,,"Discusses sustainable computing practices in digital humanities, providing early insights into the frameworks required for ensuring long-term digital preservation.",Unusable; digital humanities; humanities computing; source: ChatGPT-DR; sustainability; sustainable computing,Unusable,unusable,False
